Bond Code,Price,Net Change
PIBFR10YQ2030-10-22,95.34,-0.05
PIBFR10YQ2033-12-14,92.95,0.02
PIBFR10YS2028-05-31,98.51,-0.02
PIBFR10YS2028-06-28,98.49,-0.02
PIBFR10YS2028-08-09,98.63,-0.10
PIBFR10YS2029-02-21,98.55,-0.08
PIBFR10YS2029-03-21,98.36,-0.04
PIBFR10YS2029-04-18,98.37,-0.01
PIBFR10YS2029-05-30,98.19,0.00
PIBFR10YS2029-06-27,98.42,-0.01
PIBFR10YS2029-07-25,98.35,0.00
PIBFR10YS2029-08-22,98.57,0.01
PIBFR10YS2030-06-18,99.99,0.00
PIBFR10YS2031-11-04,95.48,0.00
PIBFR10YS2034-02-07,95.42,0.08
PIBFR10YS2034-04-18,94.10,0.11
PIBFR10YS2034-09-05,94.43,-0.04
PIBFR10YS2034-10-03,93.97,0.00
PIBFR10YS2034-11-14,92.95,-0.06
PIBFR10YS2034-12-12,92.62,-0.07
PIBFR2YQ2025-02-09,99.93,0.00
PIBFR2YQ2025-04-06,99.82,0.00
PIBFR2YQ2025-09-21,99.43,0.00
PIBFR2YS2026-10-03,99.72,0.00
PIBFR2YS2027-01-09,99.65,0.00
PIBFR3YQ2025-04-07,100.01,0.00
PIBFR3YQ2025-09-08,99.90,-0.02
PIBFR3YQ2026-02-09,99.54,-0.03
PIBFR3YQ2026-09-21,98.90,-0.02
PIBFR3YQ2026-10-19,98.76,-0.03
PIBFR3YQ2027-02-07,98.76,0.00
PIBFR5YQ2025-10-22,99.30,-0.01
PIBFR5YS2025-06-18,100.34,0.01
PIBFR5YS2026-05-06,99.68,0.00
PIBFR5YS2027-11-17,98.48,0.00
PIBFR5YS2028-04-06,97.93,-0.03
PIBFR5YS2028-08-10,97.81,0.02
PIBFR5YS2028-09-21,97.86,0.01
PIBFR5YS2028-10-19,97.58,-0.03
PIBFR5YS2028-12-14,97.37,0.02
PIBFR5YS2029-02-07,97.70,0.01
PIBFR5YS2029-04-18,97.34,-0.01
PIBFR5YS2029-06-27,96.78,0.04
PIBFR5YS2029-09-05,97.54,0.01
PIBFR5YS2029-10-03,97.33,0.01
PIBFR5YS2029-11-14,97.33,-0.01
PIBFR5YS2029-12-12,97.03,-0.02
PIBFR5YS2030-01-09,96.62,-0.02
